transaction_id,customer_id,amount,payment_method,status,failure_reason,customer_age,previous_transactions,successful_transactions,failed_transactions,preferred_method,hour,day_of_week
TXN_039256,CUST_06842,19468.22,NETBANKING,SUCCESS,,30,17,16,8,WALLET,0,Wednesday
TXN_039257,CUST_01178,3044.43,UPI,SUCCESS,,24,30,19,10,NETBANKING,7,Thursday
TXN_039258,CUST_09545,10885.19,UPI,SUCCESS,,18,11,2,3,WALLET,16,Tuesday
TXN_039259,CUST_01323,1114.21,WALLET,SUCCESS,,51,11,15,3,NETBANKING,16,Saturday
TXN_039260,CUST_02043,3231.0,WALLET,SUCCESS,,18,12,14,1,UPI,15,Tuesday
TXN_039261,CUST_03414,23194.35,UPI,SUCCESS,,36,11,3,3,WALLET,2,Sunday
TXN_039262,CUST_05570,3458.37,UPI,SUCCESS,,21,16,10,5,CARD,7,Wednesday
TXN_039263,CUST_06443,9443.39,WALLET,SUCCESS,,51,21,1,8,UPI,14,Sunday
TXN_039264,CUST_02528,13817.35,NETBANKING,SUCCESS,,33,15,23,8,WALLET,16,Tuesday
TXN_039265,CUST_07872,6499.0,WALLET,FAILED,BANK_TIMEOUT,51,29,18,4,CARD,15,Friday
TXN_039266,CUST_05337,14608.22,WALLET,FAILED,INSUFFICIENT_FUNDS,25,19,18,3,UPI,11,Wednesday
TXN_039267,CUST_01594,22714.39,NETBANKING,SUCCESS,,30,5,11,1,NETBANKING,14,Wednesday
TXN_039268,CUST_06206,972.03,UPI,SUCCESS,,46,20,10,5,CARD,19,Friday
TXN_039269,CUST_06095,838.72,UPI,SUCCESS,,37,22,16,1,UPI,16,Thursday
TXN_039270,CUST_04128,7208.76,CARD,SUCCESS,,44,23,2,5,UPI,6,Wednesday
TXN_039271,CUST_00859,20019.67,WALLET,SUCCESS,,28,25,13,9,WALLET,15,Wednesday
TXN_039272,CUST_09787,7274.72,UPI,SUCCESS,,41,23,15,6,UPI,17,Sunday
TXN_039273,CUST_04456,19152.18,CARD,SUCCESS,,46,28,8,9,CARD,0,Tuesday
TXN_039274,CUST_03879,11313.65,UPI,SUCCESS,,41,6,8,9,WALLET,16,Sunday
TXN_039275,CUST_01176,21205.91,WALLET,SUCCESS,,26,30,17,3,UPI,23,Thursday
TXN_039276,CUST_05489,24009.3,NETBANKING,SUCCESS,,56,22,5,0,CARD,16,Monday
TXN_039277,CUST_08689,20086.13,CARD,SUCCESS,,27,18,24,7,CARD,5,Monday
TXN_039278,CUST_04143,17437.11,NETBANKING,SUCCESS,,38,16,8,6,WALLET,11,Friday
TXN_039279,CUST_01049,14550.34,NETBANKING,FAILED,BANK_SERVER_DOWN,28,10,7,9,CARD,14,Friday
TXN_039280,CUST_03155,18176.08,NETBANKING,SUCCESS,,19,17,9,0,CARD,3,Tuesday
TXN_039281,CUST_04068,14936.5,WALLET,SUCCESS,,45,12,24,4,CARD,20,Thursday
TXN_039282,CUST_07583,19745.94,CARD,SUCCESS,,48,5,11,9,CARD,9,Friday
TXN_039283,CUST_07263,1081.89,WALLET,SUCCESS,,51,25,4,10,WALLET,19,Wednesday
TXN_039284,CUST_06139,14147.83,CARD,SUCCESS,,24,3,2,3,CARD,10,Wednesday
TXN_039285,CUST_03538,17298.76,CARD,SUCCESS,,55,23,17,5,UPI,10,Thursday
TXN_039286,CUST_06468,4261.61,UPI,SUCCESS,,42,3,10,10,NETBANKING,2,Friday
TXN_039287,CUST_09973,9754.67,CARD,FAILED,CARD_DECLINED,31,9,8,0,NETBANKING,22,Friday
TXN_039288,CUST_04269,23672.02,NETBANKING,SUCCESS,,20,29,10,8,CARD,6,Tuesday
TXN_039289,CUST_07074,18399.27,WALLET,SUCCESS,,19,26,2,1,WALLET,20,Tuesday
TXN_039290,CUST_09873,3508.75,WALLET,SUCCESS,,51,19,9,4,WALLET,13,Monday
TXN_039291,CUST_07644,2465.08,WALLET,SUCCESS,,42,14,16,1,WALLET,8,Saturday
TXN_039292,CUST_08930,13464.73,NETBANKING,SUCCESS,,25,14,13,2,WALLET,1,Tuesday
TXN_039293,CUST_02808,6893.18,UPI,SUCCESS,,49,23,11,8,UPI,2,Saturday
TXN_039294,CUST_00675,2338.95,UPI,SUCCESS,,56,3,1,1,WALLET,19,Monday
TXN_039295,CUST_05503,5085.23,NETBANKING,SUCCESS,,46,3,4,0,NETBANKING,15,Tuesday
TXN_039296,CUST_04111,16096.82,NETBANKING,SUCCESS,,57,10,1,2,UPI,3,Thursday
TXN_039297,CUST_05919,13023.75,UPI,SUCCESS,,22,24,9,7,UPI,6,Friday
TXN_039298,CUST_02832,20134.16,NETBANKING,SUCCESS,,60,29,2,7,UPI,7,Monday
TXN_039299,CUST_08631,13581.82,CARD,FAILED,OTP_FAILURE,53,5,3,1,NETBANKING,18,Wednesday
TXN_039300,CUST_04939,11920.85,CARD,SUCCESS,,39,10,23,7,CARD,0,Saturday
TXN_039301,CUST_04053,19464.97,CARD,FAILED,NETWORK_ERROR,58,5,5,5,UPI,10,Friday
TXN_039302,CUST_05846,7507.74,WALLET,FAILED,BANK_SERVER_DOWN,22,13,14,2,CARD,7,Sunday
TXN_039303,CUST_03329,11116.94,NETBANKING,SUCCESS,,30,25,9,1,NETBANKING,23,Thursday
TXN_039304,CUST_02244,13560.48,UPI,SUCCESS,,55,25,7,7,WALLET,5,Tuesday
TXN_039305,CUST_01035,15341.88,WALLET,SUCCESS,,36,6,12,2,CARD,12,Wednesday
TXN_039306,CUST_03885,6415.91,NETBANKING,SUCCESS,,53,4,9,8,CARD,11,Wednesday
TXN_039307,CUST_02582,8458.62,NETBANKING,SUCCESS,,47,16,9,1,CARD,2,Tuesday
TXN_039308,CUST_03479,9946.76,NETBANKING,SUCCESS,,58,14,1,3,NETBANKING,6,Wednesday
TXN_039309,CUST_08277,21735.93,UPI,SUCCESS,,18,26,20,5,CARD,1,Sunday
TXN_039310,CUST_06426,15047.67,WALLET,SUCCESS,,45,14,21,7,WALLET,13,Tuesday
TXN_039311,CUST_01622,17547.1,CARD,SUCCESS,,18,28,21,8,WALLET,11,Saturday
TXN_039312,CUST_04044,9806.89,NETBANKING,SUCCESS,,28,10,8,3,CARD,15,Friday
TXN_039313,CUST_01356,3917.55,NETBANKING,SUCCESS,,42,17,1,6,CARD,21,Sunday
TXN_039314,CUST_09212,19152.28,NETBANKING,SUCCESS,,34,6,12,5,NETBANKING,14,Saturday
TXN_039315,CUST_01604,13271.29,UPI,SUCCESS,,37,9,4,6,UPI,20,Saturday
TXN_039316,CUST_08507,21394.39,WALLET,SUCCESS,,58,15,6,6,NETBANKING,3,Tuesday
TXN_039317,CUST_02516,9742.47,WALLET,SUCCESS,,23,8,21,4,CARD,8,Sunday
TXN_039318,CUST_00476,326.6,NETBANKING,SUCCESS,,24,9,8,2,NETBANKING,13,Friday
TXN_039319,CUST_07108,9950.98,CARD,SUCCESS,,43,25,4,4,WALLET,18,Tuesday
TXN_039320,CUST_09287,8340.79,UPI,SUCCESS,,36,7,7,4,WALLET,2,Monday
TXN_039321,CUST_08103,23556.17,WALLET,SUCCESS,,25,23,9,1,WALLET,12,Thursday
TXN_039322,CUST_04579,6539.32,CARD,SUCCESS,,20,24,5,9,WALLET,0,Saturday
TXN_039323,CUST_03555,8350.28,UPI,SUCCESS,,56,22,13,7,UPI,19,Wednesday
TXN_039324,CUST_07271,8049.51,CARD,SUCCESS,,46,18,25,6,CARD,9,Thursday
TXN_039325,CUST_07158,12098.8,NETBANKING,FAILED,INSUFFICIENT_FUNDS,57,6,13,5,NETBANKING,22,Thursday
TXN_039326,CUST_09152,24254.23,NETBANKING,SUCCESS,,36,20,8,7,CARD,3,Sunday
TXN_039327,CUST_06612,23413.57,NETBANKING,FAILED,NETWORK_ERROR,43,15,7,1,CARD,21,Monday
TXN_039328,CUST_07059,9051.4,CARD,SUCCESS,,58,8,13,4,UPI,18,Wednesday
TXN_039329,CUST_09386,3642.54,UPI,SUCCESS,,50,27,24,1,WALLET,17,Thursday
TXN_039330,CUST_00344,20909.06,CARD,SUCCESS,,31,20,18,2,CARD,21,Friday
TXN_039331,CUST_06954,11799.87,UPI,SUCCESS,,31,10,24,7,UPI,22,Friday
TXN_039332,CUST_02360,24413.57,CARD,SUCCESS,,50,7,23,7,UPI,2,Tuesday
TXN_039333,CUST_01849,2389.95,WALLET,SUCCESS,,48,20,25,3,NETBANKING,5,Friday
TXN_039334,CUST_03076,16149.49,NETBANKING,SUCCESS,,18,14,13,7,UPI,10,Tuesday
TXN_039335,CUST_06413,4452.38,NETBANKING,SUCCESS,,22,1,5,6,NETBANKING,7,Thursday
TXN_039336,CUST_00320,762.27,NETBANKING,SUCCESS,,52,13,8,6,NETBANKING,7,Thursday
TXN_039337,CUST_06512,9143.19,WALLET,SUCCESS,,24,29,14,4,UPI,5,Thursday
TXN_039338,CUST_00844,1655.69,CARD,SUCCESS,,27,10,6,8,CARD,21,Friday
TXN_039339,CUST_00325,15363.25,WALLET,FAILED,LIMIT_EXCEEDED,38,14,21,3,UPI,18,Monday
TXN_039340,CUST_00394,19270.65,WALLET,SUCCESS,,44,7,17,6,WALLET,1,Wednesday
TXN_039341,CUST_08210,2167.1,UPI,SUCCESS,,20,7,2,8,UPI,11,Friday
TXN_039342,CUST_06861,17505.75,WALLET,SUCCESS,,50,9,13,9,WALLET,7,Thursday
TXN_039343,CUST_02824,16652.64,UPI,SUCCESS,,43,21,10,8,UPI,0,Friday
TXN_039344,CUST_01711,3391.45,UPI,SUCCESS,,49,17,6,4,CARD,9,Saturday
TXN_039345,CUST_01420,1298.04,NETBANKING,FAILED,OTP_FAILURE,29,10,6,2,CARD,15,Monday
TXN_039346,CUST_09311,10741.79,WALLET,SUCCESS,,24,18,3,2,NETBANKING,15,Monday
TXN_039347,CUST_02614,592.34,WALLET,SUCCESS,,41,6,4,1,UPI,19,Thursday
TXN_039348,CUST_07439,17587.34,WALLET,SUCCESS,,51,11,2,3,CARD,18,Monday
TXN_039349,CUST_05122,7762.69,WALLET,FAILED,NETWORK_ERROR,48,6,21,8,CARD,23,Thursday
TXN_039350,CUST_02205,14072.56,NETBANKING,SUCCESS,,33,9,3,0,UPI,21,Thursday
TXN_039351,CUST_03663,22605.8,WALLET,SUCCESS,,30,26,13,6,CARD,18,Friday
TXN_039352,CUST_02664,17371.32,CARD,SUCCESS,,59,25,25,1,NETBANKING,18,Sunday
TXN_039353,CUST_03800,5947.29,UPI,FAILED,LIMIT_EXCEEDED,48,16,5,3,WALLET,1,Thursday
TXN_039354,CUST_07439,4542.51,CARD,SUCCESS,,51,11,2,3,CARD,13,Saturday
TXN_039355,CUST_05680,5033.8,UPI,FAILED,BANK_SERVER_DOWN,42,3,13,5,NETBANKING,0,Monday
TXN_039356,CUST_06395,10808.38,UPI,SUCCESS,,21,15,7,4,WALLET,1,Monday
TXN_039357,CUST_05114,3406.72,CARD,SUCCESS,,19,20,23,3,CARD,0,Saturday
TXN_039358,CUST_05940,21656.44,UPI,SUCCESS,,22,9,15,0,WALLET,3,Wednesday
TXN_039359,CUST_04067,20614.8,CARD,SUCCESS,,37,20,11,3,UPI,17,Sunday
TXN_039360,CUST_01193,1838.73,NETBANKING,SUCCESS,,59,16,3,4,CARD,2,Wednesday
TXN_039361,CUST_06307,15313.74,CARD,SUCCESS,,46,1,10,7,CARD,18,Friday
TXN_039362,CUST_09537,18708.58,WALLET,SUCCESS,,27,27,5,9,CARD,6,Friday
TXN_039363,CUST_06133,23263.17,CARD,SUCCESS,,36,11,12,5,NETBANKING,5,Monday
TXN_039364,CUST_07292,9619.65,CARD,SUCCESS,,19,8,7,9,NETBANKING,18,Sunday
TXN_039365,CUST_05087,4648.67,UPI,SUCCESS,,20,18,2,2,NETBANKING,8,Thursday
TXN_039366,CUST_05331,4928.72,UPI,SUCCESS,,43,4,15,8,CARD,9,Wednesday
TXN_039367,CUST_04214,11653.72,WALLET,SUCCESS,,53,23,10,9,CARD,13,Saturday
TXN_039368,CUST_09439,12594.49,NETBANKING,SUCCESS,,57,25,21,7,CARD,5,Saturday
TXN_039369,CUST_06790,17083.76,UPI,SUCCESS,,59,7,4,9,NETBANKING,17,Wednesday
TXN_039370,CUST_06113,14222.13,CARD,SUCCESS,,32,10,3,0,NETBANKING,13,Sunday
TXN_039371,CUST_08760,17518.74,NETBANKING,SUCCESS,,54,7,21,10,NETBANKING,17,Sunday
TXN_039372,CUST_03604,8606.37,WALLET,SUCCESS,,18,4,17,8,CARD,8,Monday
TXN_039373,CUST_06773,20397.57,CARD,FAILED,LIMIT_EXCEEDED,40,5,7,5,CARD,20,Saturday
TXN_039374,CUST_03735,12668.12,CARD,SUCCESS,,24,26,19,6,NETBANKING,7,Tuesday
TXN_039375,CUST_04347,6139.9,UPI,SUCCESS,,33,13,3,9,WALLET,3,Friday
TXN_039376,CUST_02991,18524.89,WALLET,SUCCESS,,42,14,3,9,UPI,17,Wednesday
TXN_039377,CUST_08850,5598.45,WALLET,SUCCESS,,43,9,22,7,WALLET,2,Wednesday
TXN_039378,CUST_01171,6047.35,UPI,SUCCESS,,45,24,14,5,NETBANKING,22,Tuesday
TXN_039379,CUST_08040,10889.5,WALLET,SUCCESS,,53,3,24,10,CARD,14,Wednesday
TXN_039380,CUST_01096,10780.22,WALLET,SUCCESS,,58,12,24,5,UPI,4,Sunday
TXN_039381,CUST_02913,21052.7,WALLET,SUCCESS,,43,1,7,4,UPI,10,Sunday
TXN_039382,CUST_03183,14431.89,CARD,FAILED,LIMIT_EXCEEDED,24,29,22,9,WALLET,10,Wednesday
TXN_039383,CUST_08051,2151.21,UPI,SUCCESS,,29,4,11,8,NETBANKING,1,Sunday
TXN_039384,CUST_06982,1857.87,UPI,SUCCESS,,33,21,7,7,CARD,6,Monday
TXN_039385,CUST_04172,10608.94,NETBANKING,SUCCESS,,35,1,18,6,CARD,20,Monday
TXN_039386,CUST_04162,23956.66,NETBANKING,SUCCESS,,39,15,19,2,CARD,2,Wednesday
TXN_039387,CUST_09846,6707.47,UPI,SUCCESS,,30,23,19,8,CARD,18,Thursday
TXN_039388,CUST_07263,1789.74,UPI,SUCCESS,,51,25,4,10,WALLET,4,Monday
TXN_039389,CUST_01460,18669.52,UPI,SUCCESS,,45,30,4,8,UPI,6,Wednesday
TXN_039390,CUST_04797,9701.64,WALLET,SUCCESS,,57,8,25,9,WALLET,2,Friday
TXN_039391,CUST_01486,6206.22,CARD,SUCCESS,,19,21,23,9,CARD,0,Monday
TXN_039392,CUST_08874,23486.01,NETBANKING,SUCCESS,,52,13,7,2,WALLET,4,Friday
TXN_039393,CUST_09729,17430.61,UPI,SUCCESS,,28,7,8,8,NETBANKING,10,Tuesday
TXN_039394,CUST_09104,12895.82,WALLET,SUCCESS,,51,18,2,7,CARD,12,Thursday
TXN_039395,CUST_06761,17200.28,UPI,SUCCESS,,26,26,16,7,WALLET,19,Thursday
TXN_039396,CUST_04620,5772.54,CARD,FAILED,NETWORK_ERROR,40,8,25,8,WALLET,1,Monday
TXN_039397,CUST_08160,4881.56,UPI,SUCCESS,,34,17,8,8,UPI,5,Monday
TXN_039398,CUST_04105,19706.9,UPI,SUCCESS,,56,13,11,7,UPI,5,Thursday
TXN_039399,CUST_07246,9617.31,NETBANKING,FAILED,LIMIT_EXCEEDED,29,27,24,8,CARD,4,Tuesday
TXN_039400,CUST_05676,13029.4,UPI,SUCCESS,,24,7,8,4,UPI,10,Monday
TXN_039401,CUST_09953,11376.46,CARD,SUCCESS,,29,8,5,3,CARD,14,Thursday
TXN_039402,CUST_01158,18165.48,UPI,SUCCESS,,47,22,2,0,CARD,8,Wednesday
TXN_039403,CUST_00554,16935.82,UPI,SUCCESS,,36,20,2,5,UPI,8,Monday
TXN_039404,CUST_09019,8903.99,WALLET,SUCCESS,,30,8,25,3,UPI,8,Friday
TXN_039405,CUST_08081,12990.75,UPI,SUCCESS,,23,15,10,8,NETBANKING,22,Sunday
TXN_039406,CUST_09970,11612.93,NETBANKING,SUCCESS,,45,27,15,4,CARD,4,Wednesday
TXN_039407,CUST_09947,12041.08,NETBANKING,SUCCESS,,26,22,2,9,NETBANKING,1,Wednesday
TXN_039408,CUST_05976,17779.83,NETBANKING,SUCCESS,,56,5,9,5,WALLET,15,Friday
TXN_039409,CUST_00259,2413.38,NETBANKING,SUCCESS,,37,13,25,2,WALLET,12,Friday
TXN_039410,CUST_03636,1059.83,WALLET,SUCCESS,,54,12,10,8,WALLET,15,Thursday
TXN_039411,CUST_06085,2250.42,UPI,SUCCESS,,30,15,4,6,NETBANKING,3,Sunday
TXN_039412,CUST_08563,7165.89,CARD,SUCCESS,,29,10,1,0,WALLET,19,Thursday
TXN_039413,CUST_07262,23115.03,CARD,SUCCESS,,38,11,12,5,WALLET,21,Wednesday
TXN_039414,CUST_05788,19163.66,CARD,SUCCESS,,26,27,15,0,WALLET,19,Tuesday
TXN_039415,CUST_02892,9350.53,WALLET,SUCCESS,,41,11,15,4,UPI,23,Saturday
TXN_039416,CUST_08772,4332.49,UPI,SUCCESS,,36,30,2,9,NETBANKING,1,Sunday
TXN_039417,CUST_00071,7205.94,UPI,FAILED,LIMIT_EXCEEDED,28,11,4,5,UPI,10,Wednesday
TXN_039418,CUST_08034,15927.25,UPI,SUCCESS,,19,25,8,10,CARD,3,Saturday
TXN_039419,CUST_07697,17994.15,WALLET,SUCCESS,,23,26,14,10,WALLET,11,Wednesday
TXN_039420,CUST_06525,4365.85,UPI,SUCCESS,,25,11,6,4,UPI,17,Monday
TXN_039421,CUST_06135,6306.76,WALLET,SUCCESS,,34,15,9,10,WALLET,21,Sunday
TXN_039422,CUST_02423,12661.31,WALLET,FAILED,NETWORK_ERROR,54,3,9,1,UPI,2,Sunday
TXN_039423,CUST_08153,7402.97,UPI,FAILED,BANK_TIMEOUT,18,26,13,6,WALLET,17,Monday
TXN_039424,CUST_09653,24229.87,WALLET,SUCCESS,,57,24,5,10,UPI,21,Friday
TXN_039425,CUST_05236,4061.75,CARD,SUCCESS,,37,25,15,9,WALLET,13,Saturday
TXN_039426,CUST_02744,17648.21,CARD,SUCCESS,,24,30,21,4,CARD,12,Thursday
TXN_039427,CUST_02808,23268.41,NETBANKING,SUCCESS,,49,23,11,8,UPI,21,Tuesday
TXN_039428,CUST_06142,10061.79,CARD,SUCCESS,,55,13,1,3,NETBANKING,9,Tuesday
TXN_039429,CUST_03569,9286.26,CARD,SUCCESS,,53,9,21,5,NETBANKING,10,Tuesday
TXN_039430,CUST_05397,21619.6,CARD,FAILED,BANK_TIMEOUT,58,25,5,7,WALLET,12,Thursday
TXN_039431,CUST_04337,20095.32,UPI,SUCCESS,,25,30,15,4,NETBANKING,21,Monday
TXN_039432,CUST_04465,20409.58,NETBANKING,SUCCESS,,33,19,4,4,WALLET,1,Sunday
TXN_039433,CUST_04144,4377.22,WALLET,SUCCESS,,19,5,4,5,CARD,3,Friday
TXN_039434,CUST_02083,17239.24,CARD,SUCCESS,,37,1,7,2,WALLET,11,Thursday
TXN_039435,CUST_07380,894.53,WALLET,SUCCESS,,21,21,23,7,CARD,4,Wednesday
TXN_039436,CUST_08588,12078.78,WALLET,SUCCESS,,45,6,20,1,UPI,13,Tuesday
TXN_039437,CUST_07328,24257.66,UPI,FAILED,CARD_DECLINED,48,4,5,1,UPI,21,Saturday
TXN_039438,CUST_01190,7228.08,NETBANKING,SUCCESS,,22,14,8,0,UPI,10,Saturday
TXN_039439,CUST_08395,23331.64,UPI,SUCCESS,,50,27,7,2,NETBANKING,11,Sunday
TXN_039440,CUST_09535,24353.24,CARD,SUCCESS,,53,8,23,4,NETBANKING,4,Thursday
TXN_039441,CUST_08355,23503.84,UPI,SUCCESS,,58,22,10,10,UPI,14,Sunday
TXN_039442,CUST_03148,8825.88,CARD,SUCCESS,,23,23,12,1,NETBANKING,1,Sunday
TXN_039443,CUST_03422,18999.63,CARD,SUCCESS,,19,5,13,5,NETBANKING,13,Thursday
TXN_039444,CUST_06147,12688.92,NETBANKING,SUCCESS,,20,13,19,5,WALLET,11,Saturday
TXN_039445,CUST_08291,6292.59,NETBANKING,SUCCESS,,34,10,3,5,CARD,21,Saturday
TXN_039446,CUST_00860,7553.17,NETBANKING,SUCCESS,,50,11,6,4,WALLET,10,Thursday
TXN_039447,CUST_02918,9732.69,UPI,SUCCESS,,34,2,12,2,NETBANKING,16,Sunday
TXN_039448,CUST_00441,5214.68,UPI,FAILED,BANK_SERVER_DOWN,38,3,18,7,WALLET,20,Saturday
TXN_039449,CUST_07074,18274.72,CARD,SUCCESS,,19,26,2,1,WALLET,15,Saturday
TXN_039450,CUST_03165,11677.51,WALLET,SUCCESS,,57,3,25,2,WALLET,17,Tuesday
TXN_039451,CUST_02490,14585.82,UPI,SUCCESS,,30,9,22,5,WALLET,14,Wednesday
TXN_039452,CUST_00012,19023.28,NETBANKING,SUCCESS,,19,21,1,4,UPI,6,Saturday
TXN_039453,CUST_09541,428.57,UPI,SUCCESS,,20,24,5,1,UPI,11,Tuesday
TXN_039454,CUST_08824,23659.42,CARD,SUCCESS,,58,17,18,1,NETBANKING,4,Tuesday
TXN_039455,CUST_01896,536.57,CARD,FAILED,NETWORK_ERROR,20,12,20,2,NETBANKING,9,Monday
TXN_039456,CUST_01713,11632.33,WALLET,SUCCESS,,47,14,7,6,WALLET,4,Wednesday
TXN_039457,CUST_01100,20724.95,UPI,SUCCESS,,47,7,12,5,CARD,15,Tuesday
TXN_039458,CUST_09780,914.33,CARD,SUCCESS,,29,11,12,10,NETBANKING,22,Tuesday
TXN_039459,CUST_05383,19968.22,CARD,SUCCESS,,25,13,20,0,NETBANKING,3,Monday
TXN_039460,CUST_06595,188.72,NETBANKING,SUCCESS,,46,8,19,7,WALLET,0,Monday
TXN_039461,CUST_02390,21914.65,WALLET,SUCCESS,,54,18,16,5,WALLET,7,Sunday
TXN_039462,CUST_04565,13214.77,CARD,SUCCESS,,41,4,18,7,NETBANKING,1,Saturday
TXN_039463,CUST_05476,7640.76,NETBANKING,SUCCESS,,21,25,17,9,UPI,17,Tuesday
TXN_039464,CUST_05870,14743.81,CARD,SUCCESS,,20,15,14,8,WALLET,13,Monday
TXN_039465,CUST_06245,2424.48,CARD,SUCCESS,,36,9,20,7,CARD,2,Monday
TXN_039466,CUST_05103,16814.82,NETBANKING,SUCCESS,,18,12,17,2,UPI,14,Saturday
TXN_039467,CUST_07657,341.43,UPI,SUCCESS,,44,7,12,9,CARD,9,Tuesday
TXN_039468,CUST_07744,2633.56,UPI,SUCCESS,,19,27,23,3,CARD,4,Friday
TXN_039469,CUST_07334,15949.01,UPI,SUCCESS,,26,11,11,3,WALLET,7,Sunday
TXN_039470,CUST_04192,4222.74,UPI,SUCCESS,,18,7,19,4,UPI,4,Friday
TXN_039471,CUST_08543,9959.89,NETBANKING,FAILED,LIMIT_EXCEEDED,20,13,10,6,CARD,22,Thursday
TXN_039472,CUST_02665,4774.08,UPI,SUCCESS,,18,10,15,2,UPI,14,Wednesday
TXN_039473,CUST_08255,20721.3,WALLET,FAILED,LIMIT_EXCEEDED,57,7,18,10,CARD,1,Thursday
TXN_039474,CUST_06139,14575.19,UPI,SUCCESS,,24,3,2,3,CARD,11,Monday
TXN_039475,CUST_07274,6972.05,CARD,SUCCESS,,48,23,7,6,UPI,14,Saturday
TXN_039476,CUST_06744,11973.45,CARD,SUCCESS,,28,18,12,5,UPI,16,Thursday
TXN_039477,CUST_04351,486.8,UPI,SUCCESS,,60,21,16,0,WALLET,14,Wednesday
TXN_039478,CUST_08105,12654.18,UPI,FAILED,INSUFFICIENT_FUNDS,33,19,2,4,NETBANKING,2,Monday
TXN_039479,CUST_06516,9172.09,CARD,SUCCESS,,51,20,14,4,CARD,13,Tuesday
TXN_039480,CUST_01821,8595.1,CARD,FAILED,LIMIT_EXCEEDED,53,8,7,9,UPI,13,Saturday
TXN_039481,CUST_06075,9414.34,WALLET,SUCCESS,,53,27,4,4,UPI,5,Monday
TXN_039482,CUST_08381,20817.48,NETBANKING,SUCCESS,,50,21,23,4,NETBANKING,20,Tuesday
TXN_039483,CUST_08258,21710.06,UPI,SUCCESS,,40,30,24,2,NETBANKING,21,Friday
TXN_039484,CUST_02346,22438.24,WALLET,SUCCESS,,19,30,4,4,WALLET,4,Saturday
TXN_039485,CUST_02334,9669.52,CARD,SUCCESS,,35,5,22,0,CARD,22,Sunday
TXN_039486,CUST_03356,23084.74,WALLET,SUCCESS,,31,28,8,7,CARD,17,Friday
TXN_039487,CUST_05847,16623.09,NETBANKING,SUCCESS,,19,5,17,6,WALLET,22,Friday
TXN_039488,CUST_06275,23333.57,NETBANKING,SUCCESS,,20,14,5,3,NETBANKING,7,Sunday
TXN_039489,CUST_09058,14298.63,CARD,SUCCESS,,40,8,18,4,UPI,21,Tuesday
TXN_039490,CUST_07362,14336.92,WALLET,SUCCESS,,56,13,21,8,WALLET,16,Tuesday
TXN_039491,CUST_06598,4777.08,UPI,SUCCESS,,21,22,14,8,CARD,23,Monday
TXN_039492,CUST_08608,5160.83,CARD,SUCCESS,,22,15,18,10,WALLET,9,Sunday
TXN_039493,CUST_01014,9049.3,WALLET,SUCCESS,,33,14,5,6,WALLET,13,Tuesday
TXN_039494,CUST_08172,7068.66,CARD,FAILED,BANK_SERVER_DOWN,46,29,7,9,UPI,5,Monday
TXN_039495,CUST_01853,13454.44,NETBANKING,SUCCESS,,56,11,5,9,CARD,3,Saturday
TXN_039496,CUST_02732,2993.9,NETBANKING,SUCCESS,,42,20,18,7,UPI,21,Saturday
TXN_039497,CUST_01575,10544.44,CARD,SUCCESS,,60,9,12,6,CARD,8,Monday
TXN_039498,CUST_03775,15455.12,UPI,SUCCESS,,60,30,1,0,WALLET,18,Thursday
TXN_039499,CUST_02733,13685.11,NETBANKING,SUCCESS,,54,19,2,5,UPI,22,Monday
TXN_039500,CUST_08896,5226.13,UPI,SUCCESS,,51,21,12,4,CARD,14,Thursday
TXN_039501,CUST_05493,8320.82,CARD,SUCCESS,,57,1,25,2,WALLET,11,Saturday
TXN_039502,CUST_05876,19460.05,NETBANKING,SUCCESS,,33,23,25,1,WALLET,22,Friday
TXN_039503,CUST_07754,17977.34,NETBANKING,SUCCESS,,47,18,6,10,CARD,12,Monday
TXN_039504,CUST_00863,18116.82,NETBANKING,SUCCESS,,34,7,17,5,NETBANKING,20,Friday
TXN_039505,CUST_05374,23991.29,UPI,SUCCESS,,58,13,16,5,NETBANKING,7,Friday
TXN_039506,CUST_07263,23362.73,CARD,SUCCESS,,51,25,4,10,WALLET,4,Friday
TXN_039507,CUST_03622,9933.57,CARD,SUCCESS,,39,27,10,7,CARD,17,Saturday
TXN_039508,CUST_07586,15403.11,NETBANKING,SUCCESS,,24,2,5,9,CARD,4,Thursday
TXN_039509,CUST_05547,12354.2,WALLET,FAILED,BANK_TIMEOUT,43,24,25,7,CARD,13,Wednesday
TXN_039510,CUST_06553,15096.01,CARD,SUCCESS,,32,2,15,10,WALLET,14,Saturday
TXN_039511,CUST_07397,21504.24,UPI,FAILED,CARD_DECLINED,57,30,6,5,NETBANKING,17,Friday
TXN_039512,CUST_04785,13685.08,WALLET,SUCCESS,,28,26,9,6,CARD,14,Wednesday
TXN_039513,CUST_02307,12144.2,NETBANKING,FAILED,NETWORK_ERROR,22,14,19,6,CARD,20,Friday
TXN_039514,CUST_08684,8512.46,UPI,SUCCESS,,25,7,1,7,UPI,0,Tuesday
TXN_039515,CUST_03027,2713.79,CARD,SUCCESS,,34,13,9,5,CARD,13,Monday
TXN_039516,CUST_02271,22130.74,UPI,SUCCESS,,31,21,6,6,UPI,1,Thursday
TXN_039517,CUST_04841,6094.89,UPI,SUCCESS,,40,10,1,4,WALLET,9,Saturday
